bowler_type,strike_rate,strike_rate_std,wickets,deliveries_per_wicket,deliveries,batter,index
Right arm Fast,127.778,1.863075015478989,4,18.0,72,AC Gilchrist,
Left arm Fast,100.0,2.449489742783178,1,6.0,6,ML Hayden,
Right arm Fast,137.037,2.0408924923283362,2,13.5,27,ML Hayden,
Right arm Offbreak,25.0,0.5,1,4.0,4,ML Hayden,
Left arm Fast,187.5,1.5526475085202969,0,inf,8,A Symonds,
Left arm Orthodox,168.75,1.5798206649279323,0,inf,16,A Symonds,
Right arm Fast,187.273,1.8664141243308472,2,27.5,55,A Symonds,
Right arm Legbreak,125.0,1.8929694486000912,1,4.0,4,A Symonds,
Right arm Offbreak,133.333,1.3719886811400706,0,inf,18,A Symonds,
Left arm Fast,96.552,1.1388747484600648,3,19.333,58,MJ Clarke,
Left arm Orthodox,80.357,0.6985606723735691,1,56.0,56,MJ Clarke,
Right arm Fast,102.976,1.4160144593044326,5,33.6,168,MJ Clarke,
Right arm Legbreak,57.143,0.7867957924694431,1,7.0,7,MJ Clarke,
Right arm Offbreak,108.75,1.4686060729373125,4,20.0,80,MJ Clarke,
Left arm Fast,132.812,1.5435959614042438,3,21.333,64,MEK Hussey,
Left arm Orthodox,113.889,1.4172967786353567,1,36.0,36,MEK Hussey,
Right arm Fast,160.0,1.7416467303484169,4,36.25,145,MEK Hussey,
Right arm Legbreak,200.0,2.088931871468374,0,inf,23,MEK Hussey,
Right arm Offbreak,118.421,1.5143314741804474,3,38.0,114,MEK Hussey,
Left arm Fast,117.073,1.4983731014735657,2,20.5,41,RT Ponting,
Left arm Orthodox,90.909,1.1087999050492519,0,inf,22,RT Ponting,
Right arm Fast,158.278,1.782723070264662,5,30.2,151,RT Ponting,
Right arm Legbreak,118.182,1.5374122295716148,0,inf,11,RT Ponting,
Right arm Offbreak,96.296,1.2854655391809042,3,9.0,27,RT Ponting,
Right arm Fast,147.692,1.723982420042439,4,16.25,65,DR Martyn,
Right arm Offbreak,200.0,2.0,0,inf,12,DR Martyn,
Left arm Fast,366.667,2.5166114784235836,0,inf,3,B Lee,
Left arm Orthodox,100.0,0.0,0,inf,3,B Lee,
Right arm Fast,140.909,1.6749617394891867,2,22.0,44,B Lee,
Right arm Legbreak,150.0,1.7320508075688772,0,inf,4,B Lee,
Right arm Fast,133.333,1.6449566416599488,1,18.0,18,JN Gillespie,
Right arm Fast,50.0,0.5477225575051661,0,inf,6,MS Kasprowicz,
Right arm Fast,41.667,0.90033663737852,1,12.0,12,GD McGrath,
Left arm Fast,45.455,1.2135597524338357,0,inf,11,ME Trescothick,
Left arm Orthodox,140.0,1.2421180068162376,0,inf,15,ME Trescothick,
Right arm Fast,121.739,1.4206180898771468,2,46.0,92,ME Trescothick,
Right arm Legbreak,140.0,1.5055453054181618,0,inf,10,ME Trescothick,
Right arm Offbreak,200.0,2.160246899469287,0,inf,7,ME Trescothick,
Left arm Orthodox,166.667,1.3662601021279464,0,inf,6,GO Jones,
Right arm Fast,123.529,1.678146736905994,1,17.0,17,GO Jones,
Right arm Offbreak,100.0,0.0,0,inf,2,GO Jones,
Left arm Fast,166.667,2.0816659994661326,0,inf,3,A Flintoff,
Left arm Orthodox,100.0,,0,inf,1,A Flintoff,
Right arm Fast,85.714,1.0690449676496976,2,3.5,7,A Flintoff,
Right arm Offbreak,150.0,0.7071067811865476,0,inf,2,A Flintoff,
Left arm Fast,131.481,1.3433845467814114,1,54.0,54,KP Pietersen,
Left arm Orthodox,112.329,1.5540735493056455,8,9.125,73,KP Pietersen,
Right arm Fast,150.314,1.588103302333637,4,79.5,318,KP Pietersen,
Right arm Legbreak,155.263,1.826196289456439,2,19.0,38,KP Pietersen,
Right arm Offbreak,118.182,1.4776106839534333,5,24.2,121,KP Pietersen,
Left arm Fast,122.222,1.6414763002993509,0,inf,9,MP Vaughan,
Right arm Fast,123.077,1.4806443503784736,2,6.5,13,MP Vaughan,
Left arm Fast,89.655,1.2347593052380375,2,14.5,29,PD Collingwood,
Left arm Orthodox,129.63,1.6128048862585953,0,inf,27,PD Collingwood,
Right arm Fast,131.278,1.605842418819164,12,18.917,227,PD Collingwood,
Right arm Legbreak,100.0,0.816496580927726,1,4.0,4,PD Collingwood,
Right arm Offbreak,132.0,1.6121162857929692,5,15.0,75,PD Collingwood,
Left arm Fast,211.111,1.90029237516523,0,inf,9,AJ Strauss,
Left arm Orthodox,133.333,1.5275252316519468,0,inf,3,AJ Strauss,
Right arm Fast,89.286,1.1548879745526115,3,18.667,56,AJ Strauss,
Left arm Fast,136.364,1.7477257950106062,1,11.0,11,VS Solanki,
Left arm Orthodox,33.333,0.5773502691896258,1,3.0,3,VS Solanki,
Right arm Fast,127.5,1.5687247801629947,1,40.0,40,VS Solanki,
Right arm Offbreak,128.571,1.2535663410560174,0,inf,7,VS Solanki,
Right arm Fast,143.75,1.6619169910396796,2,24.0,48,SM Katich,
Left arm Fast,136.683,1.7840781587145256,5,39.8,199,BB McCullum,
Left arm Orthodox,100.0,1.426784596817013,6,18.833,113,BB McCullum,
Right arm Fast,139.138,1.7835573112853784,18,30.944,557,BB McCullum,
Right arm Legbreak,90.769,1.1418608294560917,4,16.25,65,BB McCullum,
Right arm Offbreak,118.681,1.558523794475623,10,18.2,182,BB McCullum,
Left arm Fast,116.667,1.4939491483885972,0,inf,24,SP Fleming,
Right arm Fast,130.645,1.675167813246882,5,12.4,62,SP Fleming,
Right arm Offbreak,100.0,,0,inf,1,SP Fleming,
Right arm Fast,0.0,,1,1.0,1,MS Sinclair,
Left arm Fast,144.118,1.9099607559126863,0,inf,34,SB Styris,
Left arm Orthodox,97.778,1.1379584768125306,1,45.0,45,SB Styris,
Right arm Fast,116.827,1.634635057918204,14,14.857,208,SB Styris,
Right arm Legbreak,136.364,1.4751733334209791,2,16.5,33,SB Styris,
Right arm Offbreak,84.507,0.9047160142267795,3,23.667,71,SB Styris,
Left arm Fast,100.0,,0,inf,1,CD McMillan,
Left arm Orthodox,161.111,1.8830166313622745,2,9.0,18,CD McMillan,
Right arm Fast,160.674,1.963403686135206,2,44.5,89,CD McMillan,
Right arm Legbreak,250.0,2.3804761428476167,0,inf,4,CD McMillan,
Right arm Offbreak,57.143,0.7867957924694431,0,inf,7,CD McMillan,
Left arm Fast,66.667,0.5773502691896258,0,inf,3,CL Cairns,
Right arm Fast,9.091,0.30151134457776363,2,5.5,11,CL Cairns,
Right arm Fast,92.308,0.8623164985025763,2,6.5,13,HJH Marshall,
Right arm Offbreak,0.0,,1,1.0,1,HJH Marshall,
Left arm Fast,150.0,0.7071067811865476,0,inf,2,AR Adams,
Left arm Orthodox,140.0,1.51657508881031,0,inf,5,AR Adams,
Right arm Fast,33.333,0.5773502691896258,0,inf,3,AR Adams,
Right arm Legbreak,100.0,0.0,0,inf,2,AR Adams,
Left arm Orthodox,66.667,0.5773502691896258,0,inf,3,JW Wilson,
Right arm Fast,145.455,1.4396969378057567,1,11.0,11,JW Wilson,
Right arm Fast,100.0,1.7320508075688772,1,5.0,5,DR Tuffey,
Left arm Fast,137.5,1.1877349391654208,0,inf,8,KD Mills,
Left arm Orthodox,133.333,1.3662601021279464,0,inf,6,KD Mills,
Right arm Fast,127.941,1.7691011988577208,4,17.0,68,KD Mills,
Right arm Legbreak,20.0,0.447213595499958,1,5.0,5,KD Mills,
Right arm Offbreak,92.857,1.2450962012087863,3,9.333,28,KD Mills,
Left arm Fast,161.538,1.8946618668626838,0,inf,13,NJ Astle,
Left arm Orthodox,122.222,1.855921454276674,1,9.0,9,NJ Astle,
Right arm Fast,112.0,1.3638181696985856,2,12.5,25,NJ Astle,
Right arm Legbreak,90.0,1.286683937707919,0,inf,10,NJ Astle,
Right arm Offbreak,41.667,0.6685579234215215,0,inf,12,NJ Astle,
Left arm Fast,155.556,1.6946370914726465,5,5.4,27,JDP Oram,
Left arm Orthodox,148.571,1.7551843974088774,1,35.0,35,JDP Oram,
Right arm Fast,121.739,1.4834322523199712,7,19.714,138,JDP Oram,
Right arm Legbreak,75.0,0.5,0,inf,4,JDP Oram,
Right arm Offbreak,100.0,1.4433756729740645,3,16.333,49,JDP Oram,
Left arm Fast,111.321,1.4095877378549997,2,26.5,53,GC Smith,
Left arm Orthodox,116.667,1.372609912179893,3,8.0,24,GC Smith,
Left arm Wrist spin,200.0,1.7320508075688772,0,inf,3,GC Smith,
Right arm Fast,122.961,1.6353572947965338,9,36.778,331,GC Smith,
Right arm Legbreak,147.368,2.091475318010699,1,19.0,19,GC Smith,
Right arm Offbreak,117.021,1.493742730543275,2,23.5,47,GC Smith,
Left arm Fast,94.444,1.2636555689053077,1,36.0,36,JH Kallis,
Left arm Orthodox,126.154,1.6703005257000447,1,65.0,65,JH Kallis,
Right arm Fast,123.684,1.5741666229938702,4,47.5,190,JH Kallis,
Right arm Legbreak,83.333,0.6370220572706061,1,24.0,24,JH Kallis,
Right arm Offbreak,115.584,1.433297037060239,5,15.4,77,JH Kallis,
Left arm Fast,54.545,1.1481209945740989,3,11.0,33,HH Gibbs,
Left arm Orthodox,75.0,1.3887301496588271,0,inf,8,HH Gibbs,
Left arm Wrist spin,310.0,2.378141197564929,0,inf,10,HH Gibbs,
Right arm Fast,128.571,1.7263710907151864,9,17.889,161,HH Gibbs,
Right arm Legbreak,125.0,1.8929694486000912,1,4.0,4,HH Gibbs,
Right arm Offbreak,126.667,1.533747356112131,1,15.0,15,HH Gibbs,
Left arm Fast,20.0,0.4472135954999579,0,inf,5,JM Kemp,
Left arm Orthodox,120.0,1.65615734242165,0,inf,15,JM Kemp,
Right arm Fast,160.274,1.9560428166993262,1,73.0,73,JM Kemp,
Right arm Offbreak,109.091,1.513574937328539,0,inf,11,JM Kemp,
Left arm Fast,69.444,0.8886408384057869,0,inf,36,MV Boucher,
Left arm Orthodox,80.0,0.4216370213557839,0,inf,10,MV Boucher,
Right arm Fast,106.349,1.3311410548610196,6,21.0,126,MV Boucher,
Right arm Legbreak,66.667,0.5773502691896258,0,inf,3,MV Boucher,
Right arm Offbreak,102.632,1.2837201451622182,3,12.667,38,MV Boucher,
Left arm Fast,0.0,0.0,1,2.0,2,SM Pollock,
Left arm Orthodox,100.0,0.0,0,inf,2,SM Pollock,
Right arm Fast,113.462,1.455602377211231,3,17.333,52,SM Pollock,
Right arm Legbreak,160.0,1.6733200530681511,0,inf,5,SM Pollock,
Right arm Offbreak,170.0,2.3118054512532935,1,10.0,10,SM Pollock,
Right arm Fast,80.0,0.4472135954999579,0,inf,5,AG Prince,
Right arm Offbreak,100.0,,0,inf,1,AG Prince,
Left arm Fast,107.843,1.6473389117592283,4,12.75,51,JA Morkel,
Left arm Orthodox,150.0,1.7320508075688772,0,inf,4,JA Morkel,
Left arm Wrist spin,100.0,,0,inf,1,JA Morkel,
Right arm Fast,131.25,1.6398098603047713,6,21.333,128,JA Morkel,
Right arm Legbreak,200.0,2.309401076758503,0,inf,4,JA Morkel,
Right arm Offbreak,163.462,2.205419760444409,4,13.0,52,JA Morkel,
Right arm Fast,33.333,0.5773502691896258,1,3.0,3,CK Langeveldt,
Right arm Offbreak,100.0,,0,inf,1,CK Langeveldt,
Left arm Fast,50.0,0.7071067811865476,0,inf,2,M Ntini,
Right arm Fast,80.0,1.7888543819998317,1,5.0,5,M Ntini,
Right arm Offbreak,166.667,2.0816659994661326,0,inf,3,M Ntini,
Right arm Offbreak,0.0,0.0,0,inf,2,A Nel,
Left arm Fast,130.769,1.4366984945013914,2,6.5,13,IR Bell,
Left arm Orthodox,142.857,1.9100658753958326,0,inf,14,IR Bell,
Left arm Wrist spin,133.333,0.5773502691896257,0,inf,3,IR Bell,
Right arm Fast,107.634,1.4283843514786314,4,32.75,131,IR Bell,
Right arm Offbreak,120.0,1.6431676725154982,0,inf,5,IR Bell,
Left arm Orthodox,0.0,,1,1.0,1,JWM Dalrymple,
Left arm Wrist spin,114.286,1.4638501094227998,0,inf,7,JWM Dalrymple,
Right arm Fast,100.0,1.224744871391589,2,16.5,33,JWM Dalrymple,
Right arm Legbreak,100.0,1.2366938848016846,0,inf,18,JWM Dalrymple,
Right arm Offbreak,100.0,,0,inf,1,JWM Dalrymple,
Right arm Fast,154.286,1.5404899362532294,1,35.0,35,MH Yardy,
Right arm Legbreak,90.0,0.5676462121975466,0,inf,10,MH Yardy,
Right arm Offbreak,113.636,1.3902878956893903,1,22.0,22,MH Yardy,
Right arm Fast,118.182,1.5374122295716146,1,11.0,11,CMW Read,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,SI Mahmood,
Left arm Fast,40.909,0.5032362797401965,1,22.0,22,Younis Khan,
Left arm Orthodox,110.0,0.8755950357709131,1,10.0,10,Younis Khan,
Right arm Fast,93.182,1.0868714922160607,4,11.0,44,Younis Khan,
Right arm Legbreak,122.222,1.3017082793177757,0,inf,9,Younis Khan,
Right arm Offbreak,141.304,1.2396430840550074,0,inf,46,Younis Khan,
Left arm Fast,119.388,1.5105004514125948,6,16.333,98,Shahid Afridi,
Left arm Orthodox,130.769,1.5785133430089575,2,26.0,52,Shahid Afridi,
Right arm Fast,136.991,1.754017040194153,20,15.95,319,Shahid Afridi,
Right arm Legbreak,166.667,2.1456406001252075,5,10.8,54,Shahid Afridi,
Right arm Offbreak,135.227,1.6332730886891376,13,6.769,88,Shahid Afridi,
Left arm Orthodox,133.333,2.338090388900024,1,6.0,6,Mohammad Yousuf,
Right arm Fast,128.571,1.3839595063960202,1,28.0,28,Mohammad Yousuf,
Right arm Offbreak,60.0,1.349897115421106,1,10.0,10,Mohammad Yousuf,
Left arm Orthodox,20.0,0.447213595499958,0,inf,5,Inzamam-ul-Haq,
Right arm Fast,90.909,1.7580981459830651,0,inf,11,Inzamam-ul-Haq,
Left arm Fast,53.333,0.819307248726686,3,10.0,30,Abdul Razzaq,
Left arm Orthodox,117.647,2.0986690460160418,0,inf,17,Abdul Razzaq,
Left arm Wrist spin,11.111,0.33333333333333337,0,inf,9,Abdul Razzaq,
Right arm Fast,153.237,1.818990635352002,6,23.167,139,Abdul Razzaq,
Right arm Legbreak,78.947,0.9763280054720372,1,19.0,19,Abdul Razzaq,
Right arm Offbreak,71.186,1.1604227448713373,1,59.0,59,Abdul Razzaq,
Left arm Fast,150.0,1.6787441193290353,0,inf,12,TT Bresnan,
Left arm Orthodox,100.0,1.4142135623730951,0,inf,2,TT Bresnan,
Right arm Fast,149.425,1.5691322088338464,6,14.5,87,TT Bresnan,
Right arm Legbreak,83.333,1.3726099121798927,2,12.0,24,TT Bresnan,
Right arm Offbreak,83.333,0.6183469424008422,1,18.0,18,TT Bresnan,
Left arm Fast,125.0,1.6573579706985373,4,20.0,80,ST Jayasuriya,
Left arm Orthodox,120.0,1.5867095067540027,1,35.0,35,ST Jayasuriya,
Right arm Fast,126.106,1.8252516966559784,10,22.6,226,ST Jayasuriya,
Right arm Legbreak,38.462,0.5063696835418333,1,13.0,13,ST Jayasuriya,
Right arm Offbreak,95.455,1.1742179860604585,2,11.0,22,ST Jayasuriya,
Left arm Fast,97.895,1.2963036432481088,6,15.833,95,DPMD Jayawardene,
Left arm Orthodox,127.273,1.3622772746547422,0,inf,88,DPMD Jayawardene,
Right arm Fast,141.834,1.722164645118759,14,31.929,447,DPMD Jayawardene,
Right arm Legbreak,86.047,1.2263262082301953,1,43.0,43,DPMD Jayawardene,
Right arm Offbreak,103.704,1.357166755817292,9,15.0,135,DPMD Jayawardene,
Left arm Fast,110.801,1.4719422114780685,11,26.091,287,TM Dilshan,
Left arm Orthodox,93.388,1.1953767689873813,2,60.5,121,TM Dilshan,
Right arm Fast,139.811,1.6709449197319375,19,27.895,530,TM Dilshan,
Right arm Legbreak,88.372,1.2311506301606667,2,43.0,86,TM Dilshan,
Right arm Offbreak,107.65,1.2245855135259227,8,22.875,183,TM Dilshan,
Left arm Fast,99.083,1.3298246392610815,2,54.5,109,KC Sangakkara,
Left arm Orthodox,130.303,1.4459976109624422,3,33.0,99,KC Sangakkara,
Right arm Fast,116.349,1.4124647446587426,12,30.583,367,KC Sangakkara,
Right arm Legbreak,116.854,1.2453180960572774,3,29.667,89,KC Sangakkara,
Right arm Offbreak,109.649,1.3138992528419933,8,28.5,228,KC Sangakkara,
Right arm Fast,83.333,0.983192080250175,1,6.0,6,RP Arnold,
Right arm Offbreak,100.0,0.0,0,inf,2,RP Arnold,
Left arm Fast,33.333,0.5773502691896258,0,inf,3,MF Maharoof,
Right arm Fast,80.952,0.8728715609439696,1,21.0,21,MF Maharoof,
Left arm Orthodox,0.0,,0,inf,1,CRD Fernando,
Right arm Fast,90.0,1.4473205733717955,3,6.667,20,CRD Fernando,
Right arm Offbreak,140.0,1.6733200530681511,0,inf,5,CRD Fernando,
Left arm Fast,100.0,,0,inf,1,JR Hopes,
Left arm Orthodox,50.0,0.7559289460184544,0,inf,8,JR Hopes,
Right arm Fast,122.0,1.3596217961519403,2,25.0,50,JR Hopes,
Right arm Legbreak,90.0,0.8755950357709131,1,10.0,10,JR Hopes,
Right arm Offbreak,137.5,1.6850180160122068,0,inf,8,JR Hopes,
Left arm Fast,0.0,0.0,1,2.0,2,HH Dippenaar,
Right arm Fast,33.333,0.5773502691896258,0,inf,3,HH Dippenaar,
Right arm Fast,110.0,1.1972189997378648,1,10.0,10,AJ Hall,
Right arm Fast,85.714,0.37796447300922725,0,inf,7,JA Rudolph,
Left arm Fast,158.824,1.697749375254331,1,17.0,17,J Botha,
Left arm Orthodox,76.471,0.6642111641550714,1,17.0,17,J Botha,
Right arm Fast,117.778,1.7129892249789205,4,22.5,90,J Botha,
Right arm Offbreak,140.0,1.788854381999832,2,10.0,20,J Botha,
Right arm Fast,60.0,0.8944271909999159,1,5.0,5,GJP Kruger,
Right arm Fast,0.0,,1,1.0,1,M Zondeki,
Left arm Fast,97.917,1.4364492768012016,1,48.0,48,L Vincent,
Left arm Orthodox,100.0,1.0,1,3.0,3,L Vincent,
Right arm Fast,89.524,1.2319762853909029,4,26.25,105,L Vincent,
Right arm Legbreak,100.0,,0,inf,1,L Vincent,
Right arm Offbreak,33.333,0.5163977794943222,1,6.0,6,L Vincent,
Left arm Fast,79.167,1.4135729219948656,1,24.0,24,PG Fulton,
Left arm Orthodox,50.0,0.5477225575051662,0,inf,6,PG Fulton,
Right arm Fast,91.489,1.6395888566562702,5,9.4,47,PG Fulton,
Right arm Legbreak,92.308,1.1151635501529555,0,inf,13,PG Fulton,
Right arm Offbreak,74.074,0.90267093384844,4,6.75,27,PG Fulton,
Left arm Fast,120.833,1.7440374613713625,1,24.0,24,JEC Franklin,
Left arm Orthodox,184.615,2.3038429433649132,3,4.333,13,JEC Franklin,
Right arm Fast,120.0,1.6575508280214961,6,16.667,100,JEC Franklin,
Right arm Legbreak,84.211,1.213953957333768,1,19.0,19,JEC Franklin,
Right arm Offbreak,123.729,1.5902611263654856,3,19.667,59,JEC Franklin,
Left arm Fast,120.0,1.5491933384829668,1,10.0,10,SE Bond,
Right arm Fast,71.429,0.4879500364742666,2,3.5,7,SE Bond,
Right arm Offbreak,100.0,0.816496580927726,0,inf,4,SE Bond,
Left arm Fast,63.636,1.2060453783110545,0,inf,11,D Ganga,
Right arm Fast,95.0,1.7006190823220508,1,20.0,20,D Ganga,
Left arm Fast,45.455,0.5222329678670935,1,11.0,11,RS Morton,
Left arm Orthodox,136.364,1.8040358795061295,0,inf,11,RS Morton,
Right arm Fast,93.548,1.6316757004373907,3,10.333,31,RS Morton,
Right arm Offbreak,70.0,1.2516655570345725,1,10.0,10,RS Morton,
Left arm Fast,80.769,1.4702171477501076,3,8.667,26,DR Smith,
Left arm Orthodox,126.087,1.7113894223527009,2,11.5,23,DR Smith,
Right arm Fast,105.202,1.7194709027805049,11,15.727,173,DR Smith,
Right arm Legbreak,50.0,0.5773502691896257,0,inf,4,DR Smith,
Right arm Offbreak,122.222,1.7421023606323005,1,36.0,36,DR Smith,
Left arm Fast,0.0,0.0,0,inf,2,WW Hinds,
Right arm Fast,106.667,1.334523278535216,0,inf,15,WW Hinds,
Right arm Offbreak,27.273,0.6466697906828632,1,11.0,11,WW Hinds,
Left arm Fast,92.683,1.330230128632618,2,20.5,41,S Chanderpaul,
Left arm Orthodox,106.667,1.3870146083619752,1,15.0,15,S Chanderpaul,
Right arm Fast,97.279,1.369659382870865,5,29.4,147,S Chanderpaul,
Right arm Legbreak,100.0,,0,inf,1,S Chanderpaul,
Right arm Offbreak,93.651,1.1622144584871765,6,10.5,63,S Chanderpaul,
Left arm Fast,154.198,1.9185713514316716,6,21.833,131,SR Watson,
Left arm Orthodox,162.037,2.017297130323413,9,12.0,108,SR Watson,
Right arm Fast,123.529,1.6286963745352603,11,27.818,306,SR Watson,
Right arm Legbreak,97.917,1.5910599081133538,2,24.0,48,SR Watson,
Right arm Offbreak,151.923,1.9459508127794043,5,31.2,156,SR Watson,
Left arm Orthodox,233.333,2.7838821814150108,0,inf,9,GB Hogg,
Right arm Fast,111.111,1.310705427603288,1,27.0,27,GB Hogg,
Right arm Legbreak,0.0,,1,1.0,1,GB Hogg,
Right arm Offbreak,50.0,0.7071067811865476,1,2.0,2,GB Hogg,
Right arm Fast,140.0,1.6733200530681511,1,5.0,5,NW Bracken,
Left arm Fast,100.0,1.5491933384829668,0,inf,6,LE Bosman,
Right arm Fast,138.318,1.9114592855320964,4,26.75,107,LE Bosman,
Right arm Legbreak,260.0,3.1304951684997055,1,5.0,5,LE Bosman,
Right arm Offbreak,136.0,1.9765289440498126,2,12.5,25,LE Bosman,
Left arm Fast,150.0,3.0,1,4.0,4,JJ van der Wath,
Right arm Fast,160.0,1.51657508881031,0,inf,5,JJ van der Wath,
Right arm Offbreak,50.0,0.5773502691896257,1,4.0,4,JJ van der Wath,
Left arm Fast,184.0,1.8556037578433733,3,16.667,50,CL White,
Left arm Orthodox,155.072,1.8513606433874676,1,69.0,69,CL White,
Right arm Fast,144.215,1.7014639567254435,9,26.889,242,CL White,
Right arm Legbreak,131.579,1.8871681188415432,1,19.0,19,CL White,
Right arm Offbreak,107.186,1.5112783317740472,5,33.4,167,CL White,
Left arm Fast,25.0,0.5,1,4.0,4,EC Joyce,
Left arm Wrist spin,150.0,1.4142135623730951,0,inf,8,PA Nixon,
Right arm Fast,141.667,1.7816403745544227,0,inf,12,PA Nixon,
Right arm Legbreak,66.667,0.5773502691896258,0,inf,3,PA Nixon,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,J Lewis,
Right arm Legbreak,0.0,0.0,1,3.0,3,J Lewis,
Right arm Fast,0.0,,0,inf,1,MS Panesar,
Right arm Legbreak,100.0,,0,inf,1,MS Panesar,
Right arm Fast,100.0,,0,inf,1,JM Anderson,
Left arm Orthodox,50.0,0.7071067811865476,1,2.0,2,JAH Marshall,
Right arm Fast,118.182,1.6011359603844901,1,11.0,11,JAH Marshall,
Right arm Offbreak,0.0,0.0,0,inf,2,JAH Marshall,
Left arm Fast,25.0,0.5,0,inf,4,PD McGlashan,
Left arm Orthodox,37.5,0.5175491695067657,1,8.0,8,PD McGlashan,
Right arm Fast,56.25,1.030776406404415,1,16.0,16,PD McGlashan,
Right arm Legbreak,50.0,0.5477225575051661,1,6.0,6,PD McGlashan,
Right arm Offbreak,75.0,1.3887301496588271,1,8.0,8,PD McGlashan,
Left arm Fast,100.0,1.0,0,inf,3,MR Gillespie,
Right arm Fast,63.636,0.5810872031479765,0,inf,22,MR Gillespie,
Left arm Fast,57.143,0.5345224838248488,1,7.0,7,MS Atapattu,
Right arm Fast,100.0,,0,inf,1,MS Atapattu,
Left arm Fast,140.0,1.8439088914585775,0,inf,15,LPC Silva,
Left arm Orthodox,91.667,1.2401124093721456,1,12.0,12,LPC Silva,
Right arm Fast,79.71,1.1578340598483565,6,11.5,69,LPC Silva,
Right arm Legbreak,42.857,0.5345224838248488,0,inf,7,LPC Silva,
Right arm Offbreak,105.263,1.393384536958932,0,inf,19,LPC Silva,
Right arm Fast,80.0,0.7745966692414833,2,7.5,15,HMCM Bandara,
Left arm Orthodox,200.0,2.0816659994661326,1,13.0,13,V Sehwag,
Left arm Wrist spin,0.0,0.0,1,2.0,2,V Sehwag,
Right arm Fast,130.719,1.6394842166767045,8,19.125,153,V Sehwag,
Right arm Legbreak,140.0,1.51657508881031,1,5.0,5,V Sehwag,
Right arm Offbreak,250.0,2.2677868380553634,0,inf,8,V Sehwag,
Left arm Fast,166.667,1.8027756377319948,1,9.0,9,RJ Peterson,
Left arm Orthodox,25.0,0.5,0,inf,4,RJ Peterson,
Left arm Wrist spin,300.0,1.7320508075688772,0,inf,3,RJ Peterson,
Right arm Fast,105.556,1.4064094074570348,2,27.0,54,RJ Peterson,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,RJ Peterson,
Right arm Offbreak,130.0,1.7669811040931427,1,10.0,10,RJ Peterson,
Left arm Fast,200.0,2.138089935299395,0,inf,8,AN Cook,
Left arm Orthodox,175.0,1.5,0,inf,4,AN Cook,
Right arm Fast,88.372,1.3837372157207244,4,10.75,43,AN Cook,
Right arm Fast,134.884,1.771248159998138,3,14.333,43,MJ Prior,
Left arm Fast,44.444,0.5270462766947299,0,inf,9,IJL Trott,
Left arm Orthodox,100.0,1.5811388300841898,0,inf,13,IJL Trott,
Right arm Fast,105.0,1.3660752600649848,4,25.0,100,IJL Trott,
Right arm Legbreak,41.667,0.6685579234215215,0,inf,12,IJL Trott,
Right arm Offbreak,110.0,1.1972189997378648,0,inf,10,IJL Trott,
Left arm Fast,112.5,2.1001700611413083,1,8.0,8,OA Shah,
Left arm Orthodox,88.235,0.6966305460192359,1,17.0,17,OA Shah,
Right arm Fast,121.311,1.6273971927855544,5,24.4,122,OA Shah,
Right arm Legbreak,90.909,1.1361818036340359,0,inf,11,OA Shah,
Right arm Offbreak,145.238,1.4176996302389158,1,42.0,42,OA Shah,
Left arm Orthodox,76.923,1.0919284281983377,0,inf,13,AD Mascarenhas,
Right arm Fast,94.231,1.3197364790204578,3,17.333,52,AD Mascarenhas,
Right arm Legbreak,175.0,1.707825127659933,0,inf,4,AD Mascarenhas,
Right arm Offbreak,194.737,2.1978192274900925,0,inf,19,AD Mascarenhas,
Left arm Fast,30.0,0.4830458915396479,2,5.0,10,SCJ Broad,
Left arm Orthodox,181.818,1.9908883353006928,0,inf,11,SCJ Broad,
Right arm Fast,100.0,1.2649110640673518,5,11.2,56,SCJ Broad,
Right arm Legbreak,157.143,2.0701966780270626,1,7.0,7,SCJ Broad,
Right arm Offbreak,53.846,0.9674179220468451,1,13.0,13,SCJ Broad,
Left arm Fast,300.0,2.449489742783178,0,inf,6,DS Smith,
Left arm Orthodox,109.091,1.3003496033409983,0,inf,11,DS Smith,
Right arm Fast,125.758,1.562154390681773,3,22.0,66,DS Smith,
Right arm Offbreak,200.0,,0,inf,1,DS Smith,
Left arm Fast,230.303,2.256723959704206,4,8.25,33,DJG Sammy,
Left arm Orthodox,100.0,1.4999999999999998,2,12.5,25,DJG Sammy,
Right arm Fast,134.667,1.5757672752005103,11,13.636,150,DJG Sammy,
Right arm Legbreak,33.333,0.5773502691896258,2,1.5,3,DJG Sammy,
Right arm Offbreak,95.349,1.3964834810898445,1,43.0,43,DJG Sammy,
Right arm Fast,58.824,1.0641207361838554,1,17.0,17,ACL Richards,
Left arm Fast,124.138,1.5958690515066234,1,29.0,29,RR Sarwan,
Left arm Orthodox,66.667,0.6064784348631228,2,15.0,30,RR Sarwan,
Right arm Fast,112.766,1.44840337628215,4,35.25,141,RR Sarwan,
Right arm Legbreak,100.0,0.5345224838248488,0,inf,8,RR Sarwan,
Right arm Offbreak,80.702,0.9717178546123514,4,14.25,57,RR Sarwan,
Left arm Fast,177.778,2.048034287907418,1,9.0,9,DL Maddy,
Left arm Orthodox,66.667,0.5163977794943222,0,inf,6,DL Maddy,
